Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
IngresoOpcionSevicioDeTrasladosProgramados,Chrome 77.0.3865.120,,,2019-10-16 13:30:07,2019-10-16 13:31:08,1m - 0.924s,INCOMPLETE
,,,,,,,
Test Cases/Abrir Navegador/AbrirNavegador,Chrome 77.0.3865.120,,,2019-10-16 13:30:07,2019-10-16 13:30:21,14.290s,PASSED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-16 13:30:07,2019-10-16 13:30:14,6.618s,PASSED
maximizeWindow(),Chrome 77.0.3865.120,,,2019-10-16 13:30:14,2019-10-16 13:30:16,2.160s,PASSED
"navigateToUrl(""https://test-portalclientesyventas-co.azurewebsites.net/login"")",Chrome 77.0.3865.120,,,2019-10-16 13:30:16,2019-10-16 13:30:21,5.170s,PASSED
,,,,,,,
Test Cases/Iniciar Sesion/IngresarInformacion,Chrome 77.0.3865.120,Autenticación - portal clientes,,2019-10-16 13:30:21,2019-10-16 13:30:30,8.702s,PASSED
"navigateToUrl(""https://test-portalclientesyventas-co.azurewebsites.net/login"")",Chrome 77.0.3865.120,,,2019-10-16 13:30:22,2019-10-16 13:30:23,1.497s,PASSED
"setText(findTestObject(""Object Repository/IniciarSesion/input_Correo electrnico_email""), ""usuarioprueba1@yopmail.com"")",Chrome 77.0.3865.120,,,2019-10-16 13:30:23,2019-10-16 13:30:27,3.439s,PASSED
"setEncryptedText(findTestObject(""Object Repository/IniciarSesion/input_Contrasea_password""), ""zpitzbFj1P6iY2h+x2z5qA=="")",Chrome 77.0.3865.120,,,2019-10-16 13:30:27,2019-10-16 13:30:30,3.393s,PASSED
,,,,,,,
Test Cases/Iniciar Sesion/SeleccionarBoton_Ingresar,Chrome 77.0.3865.120,,,2019-10-16 13:30:30,2019-10-16 13:30:58,27.507s,PASSED
"click(findTestObject(""IniciarSesion/button_INGRESAR""))",Chrome 77.0.3865.120,,,2019-10-16 13:30:30,2019-10-16 13:30:32,2.140s,PASSED
delay(25),Chrome 77.0.3865.120,,,2019-10-16 13:30:32,2019-10-16 13:30:57,25.037s,PASSED
,,,,,,,
Test Cases/Servicio Al Cliente/SeleccionarOpcionServicioAlCliente,Chrome 77.0.3865.120,,,2019-10-16 13:30:58,2019-10-16 13:31:00,2.543s,PASSED
"click(findTestObject(""Object Repository/Servicio Al Cliente/a_Servicio al Cliente""))",Chrome 77.0.3865.120,,,2019-10-16 13:30:58,2019-10-16 13:31:00,2.238s,PASSED
,,,,,,,
Test Cases/Servicio Al Cliente/PreguntasFrecuentes/SeleccionarPreguntasFrecuentes,Chrome 77.0.3865.120,,,2019-10-16 13:31:00,2019-10-16 13:31:03,2.596s,PASSED
"click(findTestObject(""Object Repository/Servicio Al Cliente/a_Preguntas frecuentes""))",Chrome 77.0.3865.120,,,2019-10-16 13:31:00,2019-10-16 13:31:03,2.292s,PASSED
,,,,,,,
Test Cases/Servicio Al Cliente/PreguntasFrecuentes/ServiciosDeTrasladoProgramados,Chrome 77.0.3865.120,,,2019-10-16 13:31:03,2019-10-16 13:31:08,4.990s,FAILED
"scrollToPosition(0, 250)",Chrome 77.0.3865.120,,,2019-10-16 13:31:03,2019-10-16 13:31:04,1.027s,PASSED
"click(findTestObject(""Object Repository/Servicio Al Cliente/a_Servicio de traslados programados""))",Chrome 77.0.3865.120,,,2019-10-16 13:31:04,2019-10-16 13:31:08,3.610s,FAILED
