Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
IngresarOpcionConEspecialistas,Chrome 77.0.3865.90,,,2019-10-10 12:09:48,2019-10-10 12:10:34,46.150s,INCOMPLETE
,,,,,,,
Test Cases/Abrir Navegador/AbrirNavegador,Chrome 77.0.3865.90,,,2019-10-10 12:09:48,2019-10-10 12:10:05,17.021s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,,2019-10-10 12:09:49,2019-10-10 12:09:56,6.868s,PASSED
maximizeWindow(),Chrome 77.0.3865.90,,,2019-10-10 12:09:56,2019-10-10 12:09:58,2.145s,PASSED
"navigateToUrl(""https://test-portalclientesyventas-co.azurewebsites.net/login"")",Chrome 77.0.3865.90,,,2019-10-10 12:09:58,2019-10-10 12:10:05,7.517s,PASSED
,,,,,,,
Test Cases/Iniciar Sesion/IngresarInformacion,Chrome 77.0.3865.90,Autenticación - portal clientes,,2019-10-10 12:10:05,2019-10-10 12:10:14,8.580s,PASSED
"navigateToUrl(""https://test-portalclientesyventas-co.azurewebsites.net/login"")",Chrome 77.0.3865.90,,,2019-10-10 12:10:06,2019-10-10 12:10:07,1.465s,PASSED
"setText(findTestObject(""Object Repository/IniciarSesion/input_Correo electrnico_email""), ""usuarioprueba1@yopmail.com"")",Chrome 77.0.3865.90,,,2019-10-10 12:10:07,2019-10-10 12:10:11,3.470s,PASSED
"setEncryptedText(findTestObject(""Object Repository/IniciarSesion/input_Contrasea_password""), ""zpitzbFj1P6iY2h+x2z5qA=="")",Chrome 77.0.3865.90,,,2019-10-10 12:10:11,2019-10-10 12:10:14,3.364s,PASSED
,,,,,,,
Test Cases/Iniciar Sesion/SeleccionarBoton_Ingresar,Chrome 77.0.3865.90,,,2019-10-10 12:10:14,2019-10-10 12:10:27,12.575s,PASSED
"click(findTestObject(""IniciarSesion/button_INGRESAR""))",Chrome 77.0.3865.90,,,2019-10-10 12:10:14,2019-10-10 12:10:17,2.235s,PASSED
delay(10),Chrome 77.0.3865.90,,,2019-10-10 12:10:17,2019-10-10 12:10:27,10.034s,PASSED
,,,,,,,
Test Cases/Servicio Al Cliente/SeleccionarOpcionServicioAlCliente,Chrome 77.0.3865.90,,,2019-10-10 12:10:27,2019-10-10 12:10:29,2.499s,PASSED
"click(findTestObject(""Object Repository/Servicio Al Cliente/a_Servicio al Cliente""))",Chrome 77.0.3865.90,,,2019-10-10 12:10:27,2019-10-10 12:10:29,2.223s,PASSED
,,,,,,,
Test Cases/Servicio Al Cliente/SeleccionarPreguntasFrecuentes,Chrome 77.0.3865.90,,,2019-10-10 12:10:29,2019-10-10 12:10:32,2.537s,PASSED
"click(findTestObject(""Object Repository/Servicio Al Cliente/a_Preguntas frecuentes""))",Chrome 77.0.3865.90,,,2019-10-10 12:10:29,2019-10-10 12:10:32,2.252s,PASSED
,,,,,,,
Test Cases/Servicio Al Cliente/SeleccionarOpcionCitasConEspecialistas,Chrome 77.0.3865.90,,,2019-10-10 12:10:32,2019-10-10 12:10:34,2.591s,PASSED
"click(findTestObject(""Object Repository/Servicio Al Cliente/a_Citas con especialistas""))",Chrome 77.0.3865.90,,,2019-10-10 12:10:32,2019-10-10 12:10:34,2.261s,PASSED
