Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
IngresarOpcionAmbulanciaEnSitio,Chrome 77.0.3865.120,,,2019-10-16 11:34:52,2019-10-16 11:36:07,1m - 15.767s,INCOMPLETE
,,,,,,,
Test Cases/Abrir Navegador/AbrirNavegador,Chrome 77.0.3865.120,,,2019-10-16 11:34:52,2019-10-16 11:35:07,14.982s,PASSED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-16 11:34:52,2019-10-16 11:34:59,6.579s,PASSED
maximizeWindow(),Chrome 77.0.3865.120,,,2019-10-16 11:34:59,2019-10-16 11:35:01,2.147s,PASSED
"navigateToUrl(""https://test-portalclientesyventas-co.azurewebsites.net/login"")",Chrome 77.0.3865.120,,,2019-10-16 11:35:01,2019-10-16 11:35:07,5.920s,PASSED
,,,,,,,
Test Cases/Iniciar Sesion/IngresarInformacion,Chrome 77.0.3865.120,Autenticación - portal clientes,,2019-10-16 11:35:07,2019-10-16 11:35:16,8.706s,PASSED
"navigateToUrl(""https://test-portalclientesyventas-co.azurewebsites.net/login"")",Chrome 77.0.3865.120,,,2019-10-16 11:35:07,2019-10-16 11:35:09,1.522s,PASSED
"setText(findTestObject(""Object Repository/IniciarSesion/input_Correo electrnico_email""), ""usuarioprueba1@yopmail.com"")",Chrome 77.0.3865.120,,,2019-10-16 11:35:09,2019-10-16 11:35:12,3.490s,PASSED
"setEncryptedText(findTestObject(""Object Repository/IniciarSesion/input_Contrasea_password""), ""zpitzbFj1P6iY2h+x2z5qA=="")",Chrome 77.0.3865.120,,,2019-10-16 11:35:12,2019-10-16 11:35:16,3.336s,PASSED
,,,,,,,
Test Cases/Iniciar Sesion/SeleccionarBoton_Ingresar,Chrome 77.0.3865.120,,,2019-10-16 11:35:16,2019-10-16 11:35:43,27.526s,PASSED
"click(findTestObject(""IniciarSesion/button_INGRESAR""))",Chrome 77.0.3865.120,,,2019-10-16 11:35:16,2019-10-16 11:35:18,2.150s,PASSED
delay(25),Chrome 77.0.3865.120,,,2019-10-16 11:35:18,2019-10-16 11:35:43,25.032s,PASSED
,,,,,,,
Test Cases/Servicio Al Cliente/SeleccionarOpcionServicioAlCliente,Chrome 77.0.3865.120,,,2019-10-16 11:35:43,2019-10-16 11:35:46,2.550s,PASSED
"click(findTestObject(""Object Repository/Servicio Al Cliente/a_Servicio al Cliente""))",Chrome 77.0.3865.120,,,2019-10-16 11:35:43,2019-10-16 11:35:46,2.242s,PASSED
,,,,,,,
Test Cases/Servicio Al Cliente/PreguntasFrecuentes/SeleccionarPreguntasFrecuentes,Chrome 77.0.3865.120,,,2019-10-16 11:35:46,2019-10-16 11:35:48,2.588s,PASSED
"click(findTestObject(""Object Repository/Servicio Al Cliente/a_Preguntas frecuentes""))",Chrome 77.0.3865.120,,,2019-10-16 11:35:46,2019-10-16 11:35:48,2.287s,PASSED
,,,,,,,
Test Cases/Servicio Al Cliente/PreguntasFrecuentes/SeleccionarOpcionAmbulanciaEnSitio,Chrome 77.0.3865.120,,,2019-10-16 11:35:48,2019-10-16 11:36:07,19.154s,PASSED
"scrollToPosition(0, 250)",Chrome 77.0.3865.120,,,2019-10-16 11:35:49,2019-10-16 11:35:50,1.039s,PASSED
"click(findTestObject(""Object Repository/Servicio Al Cliente/a_Ambulancia en sitio""))",Chrome 77.0.3865.120,,,2019-10-16 11:35:50,2019-10-16 11:35:52,2.277s,PASSED
delay(10),Chrome 77.0.3865.120,,,2019-10-16 11:35:52,2019-10-16 11:36:02,10.005s,PASSED
"scrollToPosition(250, 0)",Chrome 77.0.3865.120,,,2019-10-16 11:36:02,2019-10-16 11:36:03,1.043s,PASSED
"click(findTestObject(""Object Repository/Servicio Al Cliente/h3_Ambulancia en sitio""))",Chrome 77.0.3865.120,,,2019-10-16 11:36:03,2019-10-16 11:36:05,2.265s,PASSED
"result = getText(findTestObject(""Object Repository/Servicio Al Cliente/h3_Ambulancia en sitio""))",Chrome 77.0.3865.120,,,2019-10-16 11:36:05,2019-10-16 11:36:07,2.153s,PASSED
out.println(result),Chrome 77.0.3865.120,,,2019-10-16 11:36:07,2019-10-16 11:36:07,0.018s,PASSED
"verifyEqual(result, ""Ambulancia en sitio"")",Chrome 77.0.3865.120,,,2019-10-16 11:36:07,2019-10-16 11:36:07,0.012s,PASSED
