Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
IngresarOpcionAmbulanciaEnSitio,Chrome 77.0.3865.120,,,2019-10-16 09:58:27,2019-10-16 09:59:27,59.971s,INCOMPLETE
,,,,,,,
Test Cases/Abrir Navegador/AbrirNavegador,Chrome 77.0.3865.120,,,2019-10-16 09:58:27,2019-10-16 09:58:42,14.267s,PASSED
"openBrowser("""")",Chrome 77.0.3865.120,,,2019-10-16 09:58:28,2019-10-16 09:58:34,6.718s,PASSED
maximizeWindow(),Chrome 77.0.3865.120,,,2019-10-16 09:58:34,2019-10-16 09:58:37,2.182s,PASSED
"navigateToUrl(""https://test-portalclientesyventas-co.azurewebsites.net/login"")",Chrome 77.0.3865.120,,,2019-10-16 09:58:37,2019-10-16 09:58:42,5.026s,PASSED
,,,,,,,
Test Cases/Iniciar Sesion/IngresarInformacion,Chrome 77.0.3865.120,Autenticación - portal clientes,,2019-10-16 09:58:42,2019-10-16 09:58:50,8.761s,PASSED
"navigateToUrl(""https://test-portalclientesyventas-co.azurewebsites.net/login"")",Chrome 77.0.3865.120,,,2019-10-16 09:58:42,2019-10-16 09:58:44,1.496s,PASSED
"setText(findTestObject(""Object Repository/IniciarSesion/input_Correo electrnico_email""), ""usuarioprueba1@yopmail.com"")",Chrome 77.0.3865.120,,,2019-10-16 09:58:44,2019-10-16 09:58:47,3.494s,PASSED
"setEncryptedText(findTestObject(""Object Repository/IniciarSesion/input_Contrasea_password""), ""zpitzbFj1P6iY2h+x2z5qA=="")",Chrome 77.0.3865.120,,,2019-10-16 09:58:47,2019-10-16 09:58:50,3.351s,PASSED
,,,,,,,
Test Cases/Iniciar Sesion/SeleccionarBoton_Ingresar,Chrome 77.0.3865.120,,,2019-10-16 09:58:50,2019-10-16 09:59:18,27.562s,PASSED
"click(findTestObject(""IniciarSesion/button_INGRESAR""))",Chrome 77.0.3865.120,,,2019-10-16 09:58:51,2019-10-16 09:58:53,2.239s,PASSED
delay(25),Chrome 77.0.3865.120,,,2019-10-16 09:58:53,2019-10-16 09:59:18,25.025s,PASSED
,,,,,,,
Test Cases/Servicio Al Cliente/SeleccionarOpcionServicioAlCliente,Chrome 77.0.3865.120,,,2019-10-16 09:59:18,2019-10-16 09:59:21,2.538s,PASSED
"click(findTestObject(""Object Repository/Servicio Al Cliente/a_Servicio al Cliente""))",Chrome 77.0.3865.120,,,2019-10-16 09:59:18,2019-10-16 09:59:21,2.235s,PASSED
,,,,,,,
Test Cases/Servicio Al Cliente/PreguntasFrecuentes/SeleccionarPreguntasFrecuentes,Chrome 77.0.3865.120,,,2019-10-16 09:59:21,2019-10-16 09:59:23,2.626s,PASSED
"click(findTestObject(""Object Repository/Servicio Al Cliente/a_Preguntas frecuentes""))",Chrome 77.0.3865.120,,,2019-10-16 09:59:21,2019-10-16 09:59:23,2.324s,PASSED
,,,,,,,
Test Cases/Servicio Al Cliente/PreguntasFrecuentes/SeleccionarOpcionAmbulanciaEnSitio,Chrome 77.0.3865.120,,,2019-10-16 09:59:23,2019-10-16 09:59:27,3.933s,FAILED
"click(findTestObject(""Object Repository/Servicio Al Cliente/a_Ambulancia en sitio""))",Chrome 77.0.3865.120,,,2019-10-16 09:59:24,2019-10-16 09:59:27,3.589s,FAILED
